M10-R OUTPUTSPACE TRANSFER3D

=== CA9 CM CONFIG_FILL CORE 0x420A4AAC..0x420A5920 ===
420a4aac: push       {r0, lr}
420a4c82: str        r1, [r0, #0x54]
420a4c84: ldr        r1, [sp, #0x148]
420a4c86: ldr        r0, [sp, #0x1b8]
420a4c88: str        r1, [r0, #0x58]
420a4c8a: ldr        r1, [sp, #0x14c]
420a4c8c: ldr        r0, [sp, #0x1b8]
420a4c8e: str        r1, [r0, #0x5c]

BASEFETCH 420a4c86: ldr        r0, [sp, #0x1b8]
420a4c86: ldr        r0, [sp, #0x1b8]
420a4c88: str        r1, [r0, #0x58]
420a4c8a: ldr        r1, [sp, #0x14c]
420a4c8c: ldr        r0, [sp, #0x1b8]
420a4c8e: str        r1, [r0, #0x5c]
420a4c90: ldr        r1, [sp, #0x150]
420a4c92: ldr        r0, [sp, #0x1b8]
420a4c94: str        r1, [r0, #0x60]

BASEFETCH 420a4c8c: ldr        r0, [sp, #0x1b8]
420a4c8c: ldr        r0, [sp, #0x1b8]
420a4c8e: str        r1, [r0, #0x5c]
420a4c90: ldr        r1, [sp, #0x150]
420a4c92: ldr        r0, [sp, #0x1b8]
420a4c94: str        r1, [r0, #0x60]
420a4c96: movs       r1, #1
420a4c98: ldr        r0, [sp, #0x180]
420a4c9a: lsls       r1, r0

BASEFETCH 420a4c92: ldr        r0, [sp, #0x1b8]
420a4c92: ldr        r0, [sp, #0x1b8]
420a4c94: str        r1, [r0, #0x60]
420a4c96: movs       r1, #1
420a4c98: ldr        r0, [sp, #0x180]
420a4c9a: lsls       r1, r0
420a4c9c: str        r1, [sp, #0x24]
420a4c9e: ldr        r0, [sp, #0x24]
420a4ca0: blx        #0x421e6614 ; CALL=0x421e6614

BASEFETCH 420a4cb0: ldr        r2, [sp, #0x1b8]
420a4cb0: ldr        r2, [sp, #0x1b8]
420a4cb2: str        r1, [r2, #0x6c]
420a4cb4: str        r0, [r2, #0x68]
420a4cb6: ldr        r0, [sp, #0x15c]
420a4cb8: str        r0, [sp, #0x1c]
420a4cba: blx        #0x421e6614 ; CALL=0x421e6614
420a4cbe: str        r1, [sp, #0x24]
420a4cc0: str        r0, [sp, #0x20]

BASEFETCH 420a4ccc: ldr        r2, [sp, #0x1b8]
420a4ccc: ldr        r2, [sp, #0x1b8]
420a4cce: str        r0, [r3, r2]
420a4cd0: adds       r2, #0x80
420a4cd2: str        r1, [r2, #0x64]
420a4cd4: ldr        r0, [sp, #0x160]
420a4cd6: str        r0, [sp, #0x1c]
420a4cd8: blx        #0x421e6614 ; CALL=0x421e6614
420a4cdc: str        r1, [sp, #0x24]

BASEFETCH 420a4ce8: ldr        r2, [sp, #0x1b8]
420a4ce8: ldr        r2, [sp, #0x1b8]
420a4cea: adds       r2, #0xe0
420a4cec: str        r1, [r2, #0xc]
420a4cee: str        r0, [r2, #8]
420a4cf0: ldr        r0, [sp, #0x164]
420a4cf2: str        r0, [sp, #0x1c]
420a4cf4: blx        #0x421e6614 ; CALL=0x421e6614
420a4cf8: str        r1, [sp, #0x24]

BASEFETCH 420a4d04: ldr        r2, [sp, #0x1b8]
420a4d04: ldr        r2, [sp, #0x1b8]
420a4d06: adds       r2, #0xe0
420a4d08: str        r1, [r2, #0x14]
420a4d0a: str        r0, [r2, #0x10]
420a4d0c: ldr        r0, [sp, #0x168]
420a4d0e: str        r0, [sp, #0x1c]
420a4d10: blx        #0x421e6614 ; CALL=0x421e6614
420a4d14: str        r1, [sp, #0x24]

BASEFETCH 420a4d20: ldr        r2, [sp, #0x1b8]
420a4d20: ldr        r2, [sp, #0x1b8]
420a4d22: adds       r2, #0xe0
420a4d24: str        r1, [r2, #0x1c]
420a4d26: str        r0, [r2, #0x18]
420a4d28: ldr        r0, [sp, #0x16c]
420a4d2a: str        r0, [sp, #0x1c]
420a4d2c: blx        #0x421e6614 ; CALL=0x421e6614
420a4d30: str        r1, [sp, #0x24]

BASEFETCH 420a4d3c: ldr        r2, [sp, #0x1b8]
420a4d3c: ldr        r2, [sp, #0x1b8]
420a4d3e: adds       r2, #0xe0
420a4d40: str        r1, [r2, #0x24]
420a4d42: str        r0, [r2, #0x20]
420a4d44: ldr        r0, [sp, #0x170]
420a4d46: str        r0, [sp, #0x1c]
420a4d48: blx        #0x421e6614 ; CALL=0x421e6614
420a4d4c: str        r1, [sp, #0x24]

BASEFETCH 420a4d58: ldr        r2, [sp, #0x1b8]
420a4d58: ldr        r2, [sp, #0x1b8]
420a4d5a: adds       r2, #0xe0
420a4d5c: str        r1, [r2, #0x2c]
420a4d5e: str        r0, [r2, #0x28]
420a4d60: ldr        r0, [sp, #0x174]
420a4d62: str        r0, [sp, #0x1c]
420a4d64: blx        #0x421e6614 ; CALL=0x421e6614
420a4d68: str        r1, [sp, #0x24]

BASEFETCH 420a4d74: ldr        r2, [sp, #0x1b8]
420a4d74: ldr        r2, [sp, #0x1b8]
420a4d76: adds       r2, #0xe0
420a4d78: str        r1, [r2, #0x34]
420a4d7a: str        r0, [r2, #0x30]
420a4d7c: ldr        r0, [sp, #0x178]
420a4d7e: str        r0, [sp, #0x1c]
420a4d80: blx        #0x421e6614 ; CALL=0x421e6614
420a4d84: str        r1, [sp, #0x24]

BASEFETCH 420a4d90: ldr        r2, [sp, #0x1b8]
420a4d90: ldr        r2, [sp, #0x1b8]
420a4d92: adds       r2, #0xe0
420a4d94: str        r1, [r2, #0x3c]
420a4d96: str        r0, [r2, #0x38]
420a4d98: ldr        r0, [sp, #0x17c]
420a4d9a: str        r0, [sp, #0x1c]
420a4d9c: blx        #0x421e6614 ; CALL=0x421e6614
420a4da0: str        r1, [sp, #0x24]

BASEFETCH 420a4dac: ldr        r2, [sp, #0x1b8]
420a4dac: ldr        r2, [sp, #0x1b8]
420a4dae: adds       r2, #0xe0
420a4db0: str        r1, [r2, #0x44]
420a4db2: str        r0, [r2, #0x40]
420a4db4: movs       r1, #1
420a4db6: ldr        r0, [sp, #0x180]
420a4db8: lsls       r1, r0
420a4dba: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4dba: ldr        r0, [sp, #0x1b8]
420a4dba: ldr        r0, [sp, #0x1b8]
420a4dbc: adds       r0, #0x70
420a4dbe: str        r1, [r0, #0x24]
420a4dc0: ldr        r1, [sp, #0x15c]
420a4dc2: ldr        r0, [sp, #0x1b8]
420a4dc4: str        r1, [r0, #0x70]
420a4dc6: ldr        r1, [sp, #0x160]
420a4dc8: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4dc2: ldr        r0, [sp, #0x1b8]
420a4dc2: ldr        r0, [sp, #0x1b8]
420a4dc4: str        r1, [r0, #0x70]
420a4dc6: ldr        r1, [sp, #0x160]
420a4dc8: ldr        r0, [sp, #0x1b8]
420a4dca: str        r1, [r0, #0x74]
420a4dcc: ldr        r1, [sp, #0x164]
420a4dce: ldr        r0, [sp, #0x1b8]
420a4dd0: str        r1, [r0, #0x78]

BASEFETCH 420a4dc8: ldr        r0, [sp, #0x1b8]
420a4dc8: ldr        r0, [sp, #0x1b8]
420a4dca: str        r1, [r0, #0x74]
420a4dcc: ldr        r1, [sp, #0x164]
420a4dce: ldr        r0, [sp, #0x1b8]
420a4dd0: str        r1, [r0, #0x78]
420a4dd2: ldr        r1, [sp, #0x168]
420a4dd4: ldr        r0, [sp, #0x1b8]
420a4dd6: str        r1, [r0, #0x7c]

BASEFETCH 420a4dce: ldr        r0, [sp, #0x1b8]
420a4dce: ldr        r0, [sp, #0x1b8]
420a4dd0: str        r1, [r0, #0x78]
420a4dd2: ldr        r1, [sp, #0x168]
420a4dd4: ldr        r0, [sp, #0x1b8]
420a4dd6: str        r1, [r0, #0x7c]
420a4dd8: ldr        r0, [sp, #0x1b8]
420a4dda: adds       r0, #0x70
420a4ddc: ldr        r1, [sp, #0x16c]

BASEFETCH 420a4dd4: ldr        r0, [sp, #0x1b8]
420a4dd4: ldr        r0, [sp, #0x1b8]
420a4dd6: str        r1, [r0, #0x7c]
420a4dd8: ldr        r0, [sp, #0x1b8]
420a4dda: adds       r0, #0x70
420a4ddc: ldr        r1, [sp, #0x16c]
420a4dde: str        r1, [r0, #0x10]
420a4de0: ldr        r0, [sp, #0x1b8]
420a4de2: adds       r0, #0x70

BASEFETCH 420a4dd8: ldr        r0, [sp, #0x1b8]
420a4dd8: ldr        r0, [sp, #0x1b8]
420a4dda: adds       r0, #0x70
420a4ddc: ldr        r1, [sp, #0x16c]
420a4dde: str        r1, [r0, #0x10]
420a4de0: ldr        r0, [sp, #0x1b8]
420a4de2: adds       r0, #0x70
420a4de4: ldr        r1, [sp, #0x170]
420a4de6: str        r1, [r0, #0x14]

BASEFETCH 420a4de0: ldr        r0, [sp, #0x1b8]
420a4de0: ldr        r0, [sp, #0x1b8]
420a4de2: adds       r0, #0x70
420a4de4: ldr        r1, [sp, #0x170]
420a4de6: str        r1, [r0, #0x14]
420a4de8: ldr        r0, [sp, #0x1b8]
420a4dea: adds       r0, #0x70
420a4dec: ldr        r1, [sp, #0x174]
420a4dee: str        r1, [r0, #0x18]

BASEFETCH 420a4de8: ldr        r0, [sp, #0x1b8]
420a4de8: ldr        r0, [sp, #0x1b8]
420a4dea: adds       r0, #0x70
420a4dec: ldr        r1, [sp, #0x174]
420a4dee: str        r1, [r0, #0x18]
420a4df0: ldr        r0, [sp, #0x1b8]
420a4df2: adds       r0, #0x70
420a4df4: ldr        r1, [sp, #0x178]
420a4df6: str        r1, [r0, #0x1c]

BASEFETCH 420a4df0: ldr        r0, [sp, #0x1b8]
420a4df0: ldr        r0, [sp, #0x1b8]
420a4df2: adds       r0, #0x70
420a4df4: ldr        r1, [sp, #0x178]
420a4df6: str        r1, [r0, #0x1c]
420a4df8: ldr        r0, [sp, #0x1b8]
420a4dfa: adds       r0, #0x70
420a4dfc: ldr        r1, [sp, #0x17c]
420a4dfe: str        r1, [r0, #0x20]

BASEFETCH 420a4df8: ldr        r0, [sp, #0x1b8]
420a4df8: ldr        r0, [sp, #0x1b8]
420a4dfa: adds       r0, #0x70
420a4dfc: ldr        r1, [sp, #0x17c]
420a4dfe: str        r1, [r0, #0x20]
420a4e00: ldr        r2, [pc, #0x3e8] ; LIT 0x420a51ec->0x421e9c91
420a4e02: adr        r1, #0x3ec
420a4e04: movs       r0, #2
420a4e06: bl         #0x42140150 ; CALL=0x42140150

BASEFETCH 420a4e1c: ldr        r0, [sp, #0x1b8]
420a4e1c: ldr        r0, [sp, #0x1b8]
420a4e1e: adds       r0, #0x98
420a4e20: ldr        r1, [r0, #0x14]
420a4e22: ldr        r0, [r0, #0x10]
420a4e24: str        r1, [sp, #0xc]
420a4e26: str        r0, [sp, #8]
420a4e28: ldr        r0, [sp, #0x1b8]
420a4e2a: movs       r1, r0

BASEFETCH 420a4e28: ldr        r0, [sp, #0x1b8]
420a4e28: ldr        r0, [sp, #0x1b8]
420a4e2a: movs       r1, r0
420a4e2c: adds       r1, #0x98
420a4e2e: ldr        r0, [r1, #8]
420a4e30: ldr        r1, [r1, #0xc]
420a4e32: str        r1, [sp, #4]
420a4e34: str        r0, [sp]
420a4e36: movs       r1, #0x98

BASEFETCH 420a4e38: ldr        r0, [sp, #0x1b8]
420a4e38: ldr        r0, [sp, #0x1b8]
420a4e3a: ldr        r1, [r1, r0]
420a4e3c: adds       r0, #0x80
420a4e3e: ldr        r2, [r0, #0x1c]
420a4e40: movs       r0, r1
420a4e42: str        r2, [sp, #0x24]
420a4e44: str        r0, [sp, #0x20]
420a4e46: adr        r1, #0x3f0

BASEFETCH 420a4e52: ldr        r0, [sp, #0x1b8]
420a4e52: ldr        r0, [sp, #0x1b8]
420a4e54: movs       r1, r0
420a4e56: adds       r1, #0x98
420a4e58: ldr        r0, [r1, #0x28]
420a4e5a: ldr        r1, [r1, #0x2c]
420a4e5c: str        r1, [sp, #0xc]
420a4e5e: str        r0, [sp, #8]
420a4e60: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4e60: ldr        r0, [sp, #0x1b8]
420a4e60: ldr        r0, [sp, #0x1b8]
420a4e62: movs       r1, r0
420a4e64: adds       r1, #0x98
420a4e66: ldr        r0, [r1, #0x20]
420a4e68: ldr        r1, [r1, #0x24]
420a4e6a: str        r1, [sp, #4]
420a4e6c: str        r0, [sp]
420a4e6e: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4e6e: ldr        r0, [sp, #0x1b8]
420a4e6e: ldr        r0, [sp, #0x1b8]
420a4e70: movs       r1, r0
420a4e72: adds       r1, #0x98
420a4e74: ldr        r3, [r1, #0x1c]
420a4e76: ldr        r2, [r1, #0x18]
420a4e78: adr        r1, #0x3bc
420a4e7a: movs       r0, #2
420a4e7c: str        r3, [sp, #0x24]

BASEFETCH 420a4e84: ldr        r0, [sp, #0x1b8]
420a4e84: ldr        r0, [sp, #0x1b8]
420a4e86: adds       r0, #0x98
420a4e88: ldr        r1, [r0, #0x44]
420a4e8a: ldr        r0, [r0, #0x40]
420a4e8c: str        r1, [sp, #0xc]
420a4e8e: str        r0, [sp, #8]
420a4e90: ldr        r0, [sp, #0x1b8]
420a4e92: adds       r0, #0x98

BASEFETCH 420a4e90: ldr        r0, [sp, #0x1b8]
420a4e90: ldr        r0, [sp, #0x1b8]
420a4e92: adds       r0, #0x98
420a4e94: ldr        r1, [r0, #0x3c]
420a4e96: ldr        r0, [r0, #0x38]
420a4e98: str        r1, [sp, #4]
420a4e9a: str        r0, [sp]
420a4e9c: ldr        r0, [sp, #0x1b8]
420a4e9e: adds       r0, #0x98

BASEFETCH 420a4e9c: ldr        r0, [sp, #0x1b8]
420a4e9c: ldr        r0, [sp, #0x1b8]
420a4e9e: adds       r0, #0x98
420a4ea0: ldr        r3, [r0, #0x34]
420a4ea2: ldr        r2, [r0, #0x30]
420a4ea4: adr        r1, #0x390
420a4ea6: movs       r0, #2
420a4ea8: str        r3, [sp, #0x24]
420a4eaa: str        r2, [sp, #0x20]

BASEFETCH 420a4ec2: ldr        r0, [sp, #0x1b8]
420a4ec2: ldr        r0, [sp, #0x1b8]
420a4ec4: movs       r1, r0
420a4ec6: adds       r1, #0xe0
420a4ec8: ldr        r0, [r1, #0x10]
420a4eca: ldr        r1, [r1, #0x14]
420a4ecc: str        r1, [sp, #0xc]
420a4ece: str        r0, [sp, #8]
420a4ed0: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4ed0: ldr        r0, [sp, #0x1b8]
420a4ed0: ldr        r0, [sp, #0x1b8]
420a4ed2: movs       r1, r0
420a4ed4: adds       r1, #0xe0
420a4ed6: ldr        r0, [r1, #8]
420a4ed8: ldr        r1, [r1, #0xc]
420a4eda: str        r1, [sp, #4]
420a4edc: str        r0, [sp]
420a4ede: movs       r1, #0xe0

BASEFETCH 420a4ee0: ldr        r0, [sp, #0x1b8]
420a4ee0: ldr        r0, [sp, #0x1b8]
420a4ee2: ldr        r1, [r1, r0]
420a4ee4: adds       r0, #0x80
420a4ee6: ldr        r2, [r0, #0x64]
420a4ee8: movs       r0, r1
420a4eea: str        r2, [sp, #0x24]
420a4eec: str        r0, [sp, #0x20]
420a4eee: adr        r1, #0x348

BASEFETCH 420a4efa: ldr        r0, [sp, #0x1b8]
420a4efa: ldr        r0, [sp, #0x1b8]
420a4efc: movs       r1, r0
420a4efe: adds       r1, #0xe0
420a4f00: ldr        r0, [r1, #0x28]
420a4f02: ldr        r1, [r1, #0x2c]
420a4f04: str        r1, [sp, #0xc]
420a4f06: str        r0, [sp, #8]
420a4f08: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4f08: ldr        r0, [sp, #0x1b8]
420a4f08: ldr        r0, [sp, #0x1b8]
420a4f0a: adds       r0, #0xe0
420a4f0c: ldr        r1, [r0, #0x24]
420a4f0e: ldr        r0, [r0, #0x20]
420a4f10: str        r1, [sp, #4]
420a4f12: str        r0, [sp]
420a4f14: ldr        r0, [sp, #0x1b8]
420a4f16: adds       r0, #0xe0

BASEFETCH 420a4f14: ldr        r0, [sp, #0x1b8]
420a4f14: ldr        r0, [sp, #0x1b8]
420a4f16: adds       r0, #0xe0
420a4f18: ldr        r3, [r0, #0x1c]
420a4f1a: ldr        r2, [r0, #0x18]
420a4f1c: adr        r1, #0x318
420a4f1e: movs       r0, #2
420a4f20: str        r3, [sp, #0x24]
420a4f22: str        r2, [sp, #0x20]

BASEFETCH 420a4f28: ldr        r0, [sp, #0x1b8]
420a4f28: ldr        r0, [sp, #0x1b8]
420a4f2a: movs       r1, r0
420a4f2c: adds       r1, #0xe0
420a4f2e: ldr        r0, [r1, #0x40]
420a4f30: ldr        r1, [r1, #0x44]
420a4f32: str        r1, [sp, #0xc]
420a4f34: str        r0, [sp, #8]
420a4f36: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4f36: ldr        r0, [sp, #0x1b8]
420a4f36: ldr        r0, [sp, #0x1b8]
420a4f38: movs       r1, r0
420a4f3a: adds       r1, #0xe0
420a4f3c: ldr        r0, [r1, #0x38]
420a4f3e: ldr        r1, [r1, #0x3c]
420a4f40: str        r1, [sp, #4]
420a4f42: str        r0, [sp]
420a4f44: ldr        r0, [sp, #0x1b8]

BASEFETCH 420a4f44: ldr        r0, [sp, #0x1b8]
420a4f44: ldr        r0, [sp, #0x1b8]
420a4f46: adds       r0, #0xe0
420a4f48: ldr        r3, [r0, #0x34]
420a4f4a: ldr        r2, [r0, #0x30]
420a4f4c: adr        r1, #0x2e8
420a4f4e: movs       r0, #2
420a4f50: str        r3, [sp, #0x24]
420a4f52: str        r2, [sp, #0x20]

BASEFETCH 420a50ac: ldr        r0, [sp, #0x1b8]
420a50ac: ldr        r0, [sp, #0x1b8]
420a50ae: str        r1, [r0, #0x24]
420a50b0: ldr        r1, [pc, #0x200] ; LIT 0x420a52b4->0x1388
420a50b2: ldr        r0, [sp, #0x1b8]
420a50b4: str        r1, [r0, #0x28]
420a50b6: ldr        r0, [sp, #0x1b8]
420a50b8: ldrh       r0, [r0, #0x24]
420a50ba: movs       r1, #9

BASEFETCH 420a50b2: ldr        r0, [sp, #0x1b8]
420a50b2: ldr        r0, [sp, #0x1b8]
420a50b4: str        r1, [r0, #0x28]
420a50b6: ldr        r0, [sp, #0x1b8]
420a50b8: ldrh       r0, [r0, #0x24]
420a50ba: movs       r1, #9
420a50bc: subs       r1, r1, r0
420a50be: movs       r0, #1
420a50c0: lsls       r0, r1

BASEFETCH 420a50b6: ldr        r0, [sp, #0x1b8]
420a50b6: ldr        r0, [sp, #0x1b8]
420a50b8: ldrh       r0, [r0, #0x24]
420a50ba: movs       r1, #9
420a50bc: subs       r1, r1, r0
420a50be: movs       r0, #1
420a50c0: lsls       r0, r1
420a50c2: str        r0, [sp, #0x24]
420a50c4: blx        #0x421e6614 ; CALL=0x421e6614

BASEFETCH 420a50e8: ldr        r1, [sp, #0x1b8]
420a50e8: ldr        r1, [sp, #0x1b8]
420a50ea: str        r0, [r1]
420a50ec: ldr        r2, [pc, #0x1d0] ; LIT 0x420a52c0->0xd469965
420a50ee: ldr        r3, [pc, #0x1d4] ; LIT 0x420a52c4->0xbfc54ea1
420a50f0: ldr        r1, [sp, #0x12c]
420a50f2: ldr        r0, [sp, #0x128]
420a50f4: blx        #0x421e67a0 ; CALL=0x421e67a0
420a50f8: str        r1, [sp, #0x1c]

BASEFETCH 420a5108: ldr        r1, [sp, #0x1b8]
420a5108: ldr        r1, [sp, #0x1b8]
420a510a: str        r0, [r1, #4]
420a510c: ldr        r2, [pc, #0x1b8] ; LIT 0x420a52c8->0x1c3f5c42
420a510e: ldr        r3, [pc, #0x1bc] ; LIT 0x420a52cc->0xbfaaa1f2
420a5110: ldr        r1, [sp, #0x12c]
420a5112: ldr        r0, [sp, #0x128]
420a5114: blx        #0x421e67a0 ; CALL=0x421e67a0
420a5118: str        r1, [sp, #0x1c]

BASEFETCH 420a5128: ldr        r1, [sp, #0x1b8]
420a5128: ldr        r1, [sp, #0x1b8]
420a512a: str        r0, [r1, #8]
420a512c: ldr        r2, [pc, #0x1a0] ; LIT 0x420a52d0->0x38386329
420a512e: ldr        r3, [pc, #0x1a4] ; LIT 0x420a52d4->0xbfdaf082
420a5130: ldr        r1, [sp, #0x12c]
420a5132: ldr        r0, [sp, #0x128]
420a5134: blx        #0x421e67a0 ; CALL=0x421e67a0
420a5138: str        r1, [sp, #0x1c]

BASEFETCH 420a5148: ldr        r1, [sp, #0x1b8]
420a5148: ldr        r1, [sp, #0x1b8]
420a514a: str        r0, [r1, #0xc]
420a514c: ldr        r2, [pc, #0x188] ; LIT 0x420a52d8->0x2614e335
420a514e: ldr        r3, [pc, #0x18c] ; LIT 0x420a52dc->0x3ff539c2
420a5150: ldr        r1, [sp, #0x12c]
420a5152: ldr        r0, [sp, #0x128]
420a5154: blx        #0x421e67a0 ; CALL=0x421e67a0
420a5158: str        r1, [sp, #0x1c]

BASEFETCH 420a5168: ldr        r1, [sp, #0x1b8]
420a5168: ldr        r1, [sp, #0x1b8]
420a516a: str        r0, [r1, #0x10]
420a516c: ldr        r2, [pc, #0x170] ; LIT 0x420a52e0->0x6efb40bc
420a516e: ldr        r3, [pc, #0x174] ; LIT 0x420a52e4->0x3fb89458
420a5170: ldr        r1, [sp, #0x12c]
420a5172: ldr        r0, [sp, #0x128]
420a5174: blx        #0x421e67a0 ; CALL=0x421e67a0
420a5178: str        r1, [sp, #0x1c]

BASEFETCH 420a5188: ldr        r1, [sp, #0x1b8]
420a5188: ldr        r1, [sp, #0x1b8]
420a518a: str        r0, [r1, #0x14]
420a518c: ldr        r2, [pc, #0x158] ; LIT 0x420a52e8->0x8a53ba4a
420a518e: ldr        r3, [pc, #0x15c] ; LIT 0x420a52ec->0xbfb369ca
420a5190: ldr        r1, [sp, #0x12c]
420a5192: ldr        r0, [sp, #0x128]
420a5194: blx        #0x421e67a0 ; CALL=0x421e67a0
420a5198: str        r1, [sp, #0x1c]

BASEFETCH 420a51a8: ldr        r1, [sp, #0x1b8]
420a51a8: ldr        r1, [sp, #0x1b8]
420a51aa: str        r0, [r1, #0x18]
420a51ac: ldr        r2, [pc, #0x140] ; LIT 0x420a52f0->0x8422263
420a51ae: ldr        r3, [pc, #0x144] ; LIT 0x420a52f4->0x3fcc7b8e
420a51b0: ldr        r1, [sp, #0x12c]
420a51b2: ldr        r0, [sp, #0x128]
420a51b4: blx        #0x421e67a0 ; CALL=0x421e67a0
420a51b8: str        r1, [sp, #0x1c]

BASEFETCH 420a51c8: ldr        r1, [sp, #0x1b8]
420a51c8: ldr        r1, [sp, #0x1b8]
420a51ca: str        r0, [r1, #0x1c]
420a51cc: ldr        r2, [pc, #0x128] ; LIT 0x420a52f8->0xb4ae2191
420a51ce: ldr        r3, [pc, #0x12c] ; LIT 0x420a52fc->0x3fe76589
420a51d0: ldr        r1, [sp, #0x12c]
420a51d2: ldr        r0, [sp, #0x128]
420a51d4: blx        #0x421e67a0 ; CALL=0x421e67a0
420a51d8: str        r1, [sp, #0x1c]

=== TF LOADER CALL AND IMMEDIATE DESTINATION WRITES ===

=== FUNCTION STARTS/CALLERS AROUND CONFIG_FILL ===
STARTS ['0x420a4aac']

CALLERS 0x420a4aac

=== CONFIG IDENTIFIER STRINGS AND RAW POINTER XREFS ===

STRING Bca9_cm_switch_remap_color 0x420a5e43

STRING eTfRemappingData 0x421e9c80

STRING ca9_cm_config_fill 0x421e9c91
 PTR 0x420a51ec -> 0x421e9c91
 PTR 0x420a590c -> 0x421e9c91
 PTR 0x420a51ec -> 0x421e9c91
 PTR 0x420a590c -> 0x421e9c91

STRING ca9_StartColorManagement 0x421e9cb4
 PTR 0x420a2f38 -> 0x421e9cb4

=== CALLS AFTER CONFIG_FILL / START-CM NEIGHBORHOOD ===
420a5900: adds       r0, #0x29
420a5902: str        r2, [r0, #8]
420a5904: ldr        r0, [sp, #0x1b4]
420a5906: add        sp, #0x1bc
420a5908: pop        {pc}
420a590a: movs       r0, r0
420a590c: ldr        r4, [sp, #0x244]
420a590e: tst        r6, r3
420a5910: strb       r0, [r4, #5]
420a5912: cmp        r3, r0
420a5914: ldr        r4, [sp, #0x290]
420a5916: tst        r6, r3
420a5918: movs       r0, r0
420a591a: subs       r7, #0xf0
420a591c: push       {r1, r2, r3, r4, r5, r6, r7, lr}
420a591e: movs       r4, r0
420a5920: movs       r7, #0
420a5922: movs       r0, #0
420a5924: str        r0, [sp, #8]
420a5926: str        r0, [sp, #4]
420a5928: str        r0, [sp]
420a592a: ldr        r0, [pc, #0x180] ; LIT 0x420a5aac->0x4081875c
420a592c: ldrb       r0, [r0]
420a592e: cmp        r0, #1
420a5930: beq        #0x420a5946
420a5932: movs       r3, #0xff
420a5934: adds       r3, #0x96
420a5936: ldr        r2, [pc, #0x178] ; LIT 0x420a5ab0->0x421e9d0c
420a5938: adr        r1, #0x178
420a593a: movs       r0, #4
420a593c: bl         #0x42140150 ; CALL=0x42140150
420a5940: movs       r0, #0xd
420a5942: mvns       r0, r0
420a5944: pop        {r1, r2, r3, r4, r5, r6, r7, pc}
420a5946: bl         #0x420a5f1c ; CALL=0x420a5f1c
420a594a: movs       r7, r0
420a594c: movs       r0, #0xf4
420a594e: ldrsh      r1, [r0, r4]
420a5950: cmp        r1, #1
420a5952: bhs        #0x420a5958
420a5954: movs       r0, #1
420a5956: b          #0x420a595c
420a5958: movs       r1, #0xf4
420a595a: ldrsh      r0, [r1, r4]
420a595c: movs       r1, #0x7d
420a595e: lsls       r1, r1, #4
420a5960: cmp        r0, r1
420a5962: bhs        #0x420a5976
420a5964: movs       r0, #0xf4
420a5966: ldrsh      r1, [r0, r4]
420a5968: cmp        r1, #1
420a596a: bhs        #0x420a5970
420a596c: movs       r0, #1
420a596e: b          #0x420a597a
420a5970: movs       r1, #0xf4
420a5972: ldrsh      r0, [r1, r4]
420a5974: b          #0x420a597a
420a5976: movs       r0, #0x7d
420a5978: lsls       r0, r0, #4
420a597a: str        r0, [sp, #8]
420a597c: movs       r0, #0xf6
420a597e: ldrsh      r1, [r0, r4]
420a5980: cmp        r1, #1
420a5982: bhs        #0x420a5988
420a5984: movs       r0, #1
420a5986: b          #0x420a598c
420a5988: movs       r1, #0xf6
420a598a: ldrsh      r0, [r1, r4]
420a598c: movs       r1, #0x7d
420a598e: lsls       r1, r1, #4
420a5990: cmp        r0, r1
420a5992: bhs        #0x420a59a6
420a5994: movs       r0, #0xf6
420a5996: ldrsh      r1, [r0, r4]
420a5998: cmp        r1, #1
420a599a: bhs        #0x420a59a0
420a599c: movs       r0, #1
420a599e: b          #0x420a59aa
420a59a0: movs       r1, #0xf6
420a59a2: ldrsh      r0, [r1, r4]
420a59a4: b          #0x420a59aa
420a59a6: movs       r0, #0x7d
420a59a8: lsls       r0, r0, #4
420a59aa: str        r0, [sp, #4]
420a59ac: movs       r0, #0xf8
420a59ae: ldrsh      r1, [r0, r4]
420a59b0: cmp        r1, #1
420a59b2: bhs        #0x420a59b8
420a59b4: movs       r0, #1
420a59b6: b          #0x420a59bc
420a59b8: movs       r1, #0xf8
420a59ba: ldrsh      r0, [r1, r4]
420a59bc: movs       r1, #0x7d
420a59be: lsls       r1, r1, #4
420a59c0: cmp        r0, r1
420a59c2: bhs        #0x420a59d6
420a59c4: movs       r0, #0xf8
420a59c6: ldrsh      r1, [r0, r4]
420a59c8: cmp        r1, #1
420a59ca: bhs        #0x420a59d0
420a59cc: movs       r0, #1
420a59ce: b          #0x420a59da
420a59d0: movs       r1, #0xf8
420a59d2: ldrsh      r0, [r1, r4]
420a59d4: b          #0x420a59da
420a59d6: movs       r0, #0x7d
420a59d8: lsls       r0, r0, #4
420a59da: str        r0, [sp]
